,text,label
769,Please have someone walk you back after the party .,B1
770,Could anyone send me directions to the dinner party ?,A2
771,I approached my professor before class to ask him some questions .,B1
772,She was given several distinguished awards for her work .,B1
773,This is something which needs to be said .,B1
774,It 's cold enough to wear sweaters again .,B1
775,I like to wear my warm clothes in the fall .,B1
776,I wish I had gotten my black belt when I was younger .,B1
777,I wish I had earned my PhD before I turned 40 .,B1
778,The snow is good to have during Christmas .,B1
779,There are several movies about wolves .,B1
780,Some snakes are completely harmless .,B1
781,Would you hand me that piece of paper ?,B1
782,"What I saw was an opportunity to change my life for the better , so I took it .",A2
783,He looked through the books carefully .,B1
784,Elk meat is leaner than beef .,B1
785,Quiet background music can help you to concentrate .,B1
786,Why do n't you use a fork ? Nick said .,B1
787,The tourists had no idea about where to stay .,B1
788,The doctors tried as much as possible to save her .,B1
789,"Amanda , who was the fastest runner in our grade , ran across the field at full speed .",B1
790,The door has been locked since she left .,A2
791,A group of university graduates wanted to go backpacking around Europe .,B1
792,I wish I could have had a chance to clean up before your arrival .,B1
793,There were people protesting the military base in Okinawa .,B1
794,You might try contacting your professor before you register for his class .,A2
795,Your professor must be notified in advance if you are planning to take his classes next semester .,B1
796,"Take it from me , you are much better off thinking about all the things in life you are grateful for than complaining about things that upset you .",B1
797,I wish they would stop complaining .,B1
798,I do n't think that they will show the movie yet .,B1
799,I wish I could have told you myself but I did n't know you were here .,B1
800,I need to sell some of these books before I can buy more .,B1
801,I am looking for someone who can drive me to the airport .,B1
802,I do n't know who burned all the books .,A2
803,Unidentified teachers protested the policy .,B1
804,He was thrilled to get a job there .,B1
805,The police saw the gate and its broken lock .,B1
806,The police had been asking if anyone had seen the snake that escaped from the pet store .,B1
807,Have you seen my missing snake ?,B1
808,He gave her a shoulder massage .,B1
809,Ryan picked up his little sister and finished all of his assignments before six o'clock .,A2
810,Doctors and nurses sometimes work in war zones .,B1
811,The teacher took the children to the aquarium to show them many types of fish that live in the sea .,A2
812,They were given several types of fish .,B1
813,There are wild goats in Hawaii .,B1
814,There were lots of goats in Greece .,B1
815,"If they had seen the fire , they would have gone to check it .",A2
816,He always got a strawberry milkshake .,B1
817,He always had his bagel with cream cheese .,B1
818,I wish I knew how to lose all this extra weight .,B1
819,Were you offended by what he said to you ?,B1
820,He has been dieting since his heart attack last spring .,B1
821,He carefully moved across the crowded room .,B1
822,Amanda was pleased to see all of the residents happy in her newly built apartment .,B1
823,It 's not raining anymore but they stopped playing outside anyway .,B1
824,"The door was locked , the curtains were drawn , and the newspapers were piled up in the mailbox .",B1
825,We took the cable car up the mountain .,B1
826,The view from the cable car was amazing .,B1
827,Spanish is the fastest growing language .,B1
828,He became a man whom others feared .,B1
829,She always chose to eat lamb at restaurants .,B1
830,He is a man whose life has been mostly lived abroad .,B1
831,I wanted the kids to wash the car today but I think it might rain .,B1
832,Was there good food at the gathering ?,B1
833,I knew he was a person who got angry very quickly .,B1
834,"If it went by express mail , they should have it by now .",B1
835,Fine wool from sheep is used to make sweaters .,B1
836,She sang passionately so as not to bore the audience .,B1
837,"Despite being a great singer , she sang very badly that night .",A2
838,I wish it could be someone else that drove the car off the bridge .,B1
839,The old man who caused the accident died yesterday .,B1
840,The man in that car caused the accident .,B1
841,It was hot in the sun where we stood .,B1
842,One look at the exam made her feel nervous .,B1
843,There is an urgent need for more doctors who are willing to volunteer in Africa .,B1
844,Your research must have gotten a lot of attention from the scientific community .,B1
845,Can you read a barometer ?,B1
846,Sailors check the barometer often .,B1
847,He 's very keen on getting a puppy .,B1
848,He keeps looking in my direction .,B1
849,The professor said he had to adjust everyone 's grade because the class did so poorly on the final exam .,B1
850,"If the public wanted changes , they would demonstrate .",B1
851,I tried to teach them to answer job interview questions successfully .,B1
852,Let 's wait over by the badminton court .,B1
853,Our grandmother loved feedings us desserts .,A2
854,That author 's books give many people pleasure .,B1
855,I was bored with so much rain .,B1
856,The president of the company claimed one of his employees stole the money .,B1
857,Was there something wrong with the food ?,B1
858,It is a long way from downtown Chicago so I recommend you stay there with your sister .,B1
859,I like to be around cheerful people .,B1
860,I enjoy meeting new people and expanding my social circle .,B1
861,She drove fast because she wanted to get there on time .,B1
862,My father was awarded a Bronze Star .,B1
863,The money has been missing since he quit .,B1
864,There are many police officers around the embassy .,B1
865,The policemen remain focused on the investigation .,B1
866,He believed it was his hard work brought him success .,B1
867,He was glad to have a job at a time when so many others didn't .,B1
868,Any job was better than the one she had worked before .,B1
869,The citizens were taught where to go for safety during an emergency .,B1
870,A place that is safe to go to is important for people in danger .,B1
871,She told me to listen for the phone while she was in the shower .,B1
872,She leaned on her knee as she listened .,B1
873,The earthquake startled the tourists .,B1
874,There are so many good restaurants in my area that it is hard to decide where to eat .,B1
875,We were talking about childhood stories and they shared theirs with us .,B1
876,Most wild tigers live in Asia .,B1
877,Being a godmother is a special responsibility .,B1
878,How many eggs did the chickens lay ?,B1
879,A woman whom I admire is Angelina Jolie .,B1
880,We could hear the fire engines in the distance .,B1
881,There were several fire engines in Mita yesterday .,B1
882,On what floor will I find the pajamas ?,B1
883,Shall I drop by the bookstore to pick up my textbook ?,B1
884,"His wealth was reflected by the beautiful furniture in each room , which was from different parts of the world .",B1
885,The guests did n't know where to sit .,B1
886,The wives and the children were supposed to be seated first .,B1
887,"Start studying now , or you will regret it later .",B1
888,Please turn over your test papers now .,B1
889,He considered it a new start and stayed positive .,B1
890,You may spare yourself the conflict if you remain quiet about the issue .,B1
891,Monkeys are too dangerous to have as pets .,B1
892,The next generation faces many problems .,B1
893,This explains how and when to treat injuries .,B1
894,The professor was pleased to see his students working hard .,B1
895,Her favorite way to fall asleep is to read before bed .,B1
896,I wish I could have explained it better so the students would have understood more clearly .,B1
897,The teacher explained it as simply as he could .,B1
898,"Since he 's so good to her , I approve of their marriage .",B1
899,The researchers were happy to have finally found a new cure for that disease .,B1
900,My father was a soldier in the Vietnam War .,B1
901,Silk clothes can be expensive .,B1
902,She is very attractive for a middle - aged woman .,B1
903,No one could find the dog or its owner .,B1
904,He ate cashew nuts instead of popcorn .,A2
905,It was sunny but now it is cloudy .,B1
906,He was talking to someone earlier .,B1
907,He spoke in a shaky voice .,B1
908,They 've been calling around to find someone to cook .,B1
909,That haunted house scared me .,B1
910,My boyfriend showed me what to buy for my ski trip .,B1
911,She hurried out of the house because she was already late .,B1
912,It is a long way from my house to yours .,B1
913,"Make sure you do n't arrive late to any more of your classes , or your final grade will drop .",B1
914,Hand in your essay before you go home .,B1
915,There are plans to close the nuclear plant .,A2
